status,power,parkingfield,timestamp,geo_point_2d,totalparkings,location,addresse
OCCUPIED    ,22 kW   ,2           ,2019-11-15T17:16:15+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
AVAILABLE   ,50/22 kW,2           ,2019-11-15T17:21:53+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
AVAILABLE   ,50 kW   ,2           ,2019-11-15T17:28:51+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,50/22 kW,2           ,2019-11-15T17:28:27+00:00,"{'lat': 47.5453508, 'lon': 7.5908071}",2            ,        ,"Heizwerk Bahnhof, Solothurnerstrasse 18"
OCCUPIED    ,22 kW   ,1           ,2019-11-15T17:30:47+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
OCCUPIED    ,22 kW   ,2           ,2019-11-15T17:34:58+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
AVAILABLE   ,22 kW   ,2           ,2019-11-15T17:31:42+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
AVAILABLE   ,22 kW   ,2           ,2019-11-15T17:35:53+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
AVAILABLE   ,22 kW   ,1           ,2019-11-15T17:38:54+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
AVAILABLE   ,50/22 kW,1           ,2019-11-15T17:35:32+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
OCCUPIED    ,22 kW   ,1           ,2019-11-15T17:41:08+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
AVAILABLE   ,50/22 kW,1           ,2019-11-15T17:41:21+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
AVAILABLE   ,22 kW   ,2           ,2019-11-15T17:51:04+00:00,"{'lat': 47.5703948, 'lon': 7.6147607}",2            ,        ,Egliseestrasse 85
AVAILABLE   ,22 kW   ,1           ,2019-11-15T17:50:48+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
AVAILABLE   ,22 kW   ,1           ,2019-11-15T17:51:29+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
OCCUPIED    ,22 kW   ,2           ,2019-11-15T18:00:00+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
AVAILABLE   ,22 kW   ,2           ,2019-11-15T17:56:14+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
AVAILABLE   ,22 kW   ,1           ,2019-11-15T17:57:33+00:00,"{'lat': 47.5841185, 'lon': 7.6511326}",1            ,        ,"Gemeindeverwaltung Riehen, Wettsteinstrasse 1"
AVAILABLE   ,50 kW   ,2           ,2019-11-15T18:03:18+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
OCCUPIED    ,22 kW   ,2           ,2019-11-15T18:00:41+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
OCCUPIED    ,22 kW   ,2           ,2019-11-15T18:06:04+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
OCCUPIED    ,50/22 kW,2           ,2019-11-15T18:05:29+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
AVAILABLE   ,22 kW   ,1           ,2019-11-15T18:07:09+00:00,"{'lat': 47.5468788, 'lon': 7.5837529}",1            ,        ,"IWB, Margarethenstrasse 40"
AVAILABLE   ,22 kW   ,2           ,2019-11-15T18:05:45+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
OCCUPIED    ,22 kW   ,2           ,2019-11-15T18:12:16+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
AVAILABLE   ,22 kW   ,2           ,2019-11-15T18:14:12+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
OCCUPIED    ,22 kW   ,1           ,2019-11-15T18:11:29+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
AVAILABLE   ,22 kW   ,2           ,2019-11-15T18:12:59+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
OCCUPIED    ,22 kW   ,1           ,2019-11-15T18:16:57+00:00,"{'lat': 47.5517447, 'lon': 7.6098455}",2            ,        ,Gellertstrasse 34
AVAILABLE   ,50/22 kW,2           ,2019-11-15T18:32:19+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
AVAILABLE   ,50/22 kW,2           ,2019-11-15T18:34:49+00:00,"{'lat': 47.5453508, 'lon': 7.5908071}",2            ,        ,"Heizwerk Bahnhof, Solothurnerstrasse 18"
AVAILABLE   ,22 kW   ,1           ,2019-11-15T18:40:54+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
AVAILABLE   ,50 kW   ,1           ,2019-11-15T18:42:17+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,22 kW   ,1           ,2019-11-15T18:40:37+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
OCCUPIED    ,22 kW   ,1           ,2019-11-15T18:42:37+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
AVAILABLE   ,50/22 kW,1           ,2019-11-15T18:44:31+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
AVAILABLE   ,50/22 kW,1           ,2019-11-15T18:45:18+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
OCCUPIED    ,22 kW   ,1           ,2019-11-15T18:48:55+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
AVAILABLE   ,22 kW   ,2           ,2019-11-15T18:51:17+00:00,"{'lat': 47.5703948, 'lon': 7.6147607}",2            ,        ,Egliseestrasse 85
OCCUPIED    ,50/22 kW,1           ,2019-11-15T18:54:54+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
AVAILABLE   ,50/22 kW,1           ,2019-11-15T18:55:13+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
AVAILABLE   ,22 kW   ,1           ,2019-11-15T18:59:39+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
AVAILABLE   ,22 kW   ,1           ,2019-11-15T19:01:03+00:00,"{'lat': 47.5841185, 'lon': 7.6511326}",1            ,        ,"Gemeindeverwaltung Riehen, Wettsteinstrasse 1"
OCCUPIED    ,50 kW   ,2           ,2019-11-15T19:09:42+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,50/22 kW,2           ,2019-11-15T19:14:41+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
OCCUPIED    ,22 kW   ,2           ,2019-11-15T19:10:50+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
OCCUPIED    ,50/22 kW,2           ,2019-11-15T19:12:38+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
AVAILABLE   ,50 kW   ,2           ,2019-11-15T19:10:17+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,22 kW   ,2           ,2019-11-15T19:13:56+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
AVAILABLE   ,22 kW   ,1           ,2019-11-15T19:14:17+00:00,"{'lat': 47.5517447, 'lon': 7.6098455}",2            ,        ,Gellertstrasse 34
OCCUPIED    ,22 kW   ,1           ,2019-11-15T19:14:01+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
AVAILABLE   ,22 kW   ,1           ,2019-11-15T19:19:34+00:00,"{'lat': 47.5468788, 'lon': 7.5837529}",1            ,        ,"IWB, Margarethenstrasse 40"
AVAILABLE   ,22 kW   ,2           ,2019-11-15T19:15:47+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
AVAILABLE   ,22 kW   ,2           ,2019-11-15T19:16:36+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
OCCUPIED    ,22 kW   ,2           ,2019-11-15T19:22:16+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
OCCUPIED    ,50/22 kW,1           ,2019-11-15T19:21:21+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
AVAILABLE   ,22 kW   ,1           ,2019-11-15T19:42:57+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
AVAILABLE   ,22 kW   ,1           ,2019-11-15T19:44:55+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
OCCUPIED    ,22 kW   ,1           ,2019-11-15T19:40:19+00:00,"{'lat': 47.5517447, 'lon': 7.6098455}",2            ,        ,Gellertstrasse 34
AVAILABLE   ,50/22 kW,2           ,2019-11-15T19:41:12+00:00,"{'lat': 47.5453508, 'lon': 7.5908071}",2            ,        ,"Heizwerk Bahnhof, Solothurnerstrasse 18"
AVAILABLE   ,50 kW   ,1           ,2019-11-15T19:48:05+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,22 kW   ,1           ,2019-11-15T19:46:53+00:00,"{'lat': 47.5517447, 'lon': 7.6098455}",2            ,        ,Gellertstrasse 34
AVAILABLE   ,22 kW   ,2           ,2019-11-15T19:51:32+00:00,"{'lat': 47.5703948, 'lon': 7.6147607}",2            ,        ,Egliseestrasse 85
OCCUPIED    ,22 kW   ,2           ,2019-11-15T19:50:25+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
OCCUPIED    ,22 kW   ,1           ,2019-11-15T19:54:24+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
OCCUPIED    ,22 kW   ,1           ,2019-11-15T19:56:54+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
AVAILABLE   ,50/22 kW,1           ,2019-11-15T20:04:55+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
AVAILABLE   ,22 kW   ,1           ,2019-11-15T20:04:29+00:00,"{'lat': 47.5841185, 'lon': 7.6511326}",1            ,        ,"Gemeindeverwaltung Riehen, Wettsteinstrasse 1"
OCCUPIED    ,50 kW   ,1           ,2019-11-15T20:09:12+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,22 kW   ,1           ,2019-11-15T20:07:51+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
AVAILABLE   ,50 kW   ,2           ,2019-11-15T20:14:34+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,50 kW   ,1           ,2019-11-15T20:14:06+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
OCCUPIED    ,22 kW   ,2           ,2019-11-15T20:15:36+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
OCCUPIED    ,50/22 kW,2           ,2019-11-15T20:19:51+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
OCCUPIED    ,22 kW   ,1           ,2019-11-15T20:16:56+00:00,"{'lat': 47.5517447, 'lon': 7.6098455}",2            ,        ,Gellertstrasse 34
AVAILABLE   ,22 kW   ,2           ,2019-11-15T20:19:00+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
OCCUPIED    ,22 kW   ,1           ,2019-11-15T20:16:26+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
AVAILABLE   ,22 kW   ,2           ,2019-11-15T20:22:11+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
OCCUPIED    ,50/22 kW,1           ,2019-11-15T20:24:32+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
UNDETERMINED,22 kW   ,2           ,2019-11-15T20:24:51+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
AVAILABLE   ,50/22 kW,2           ,2019-11-15T20:25:08+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
OCCUPIED    ,22 kW   ,2           ,2019-11-15T20:27:14+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
AVAILABLE   ,22 kW   ,1           ,2019-11-15T20:32:04+00:00,"{'lat': 47.5468788, 'lon': 7.5837529}",1            ,        ,"IWB, Margarethenstrasse 40"
OCCUPIED    ,22 kW   ,2           ,2019-11-15T20:31:28+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
OCCUPIED    ,50/22 kW,2           ,2019-11-15T20:41:44+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
AVAILABLE   ,22 kW   ,1           ,2019-11-15T20:45:00+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
AVAILABLE   ,22 kW   ,1           ,2019-11-15T20:49:20+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
AVAILABLE   ,22 kW   ,1           ,2019-11-15T20:46:12+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
AVAILABLE   ,50/22 kW,2           ,2019-11-15T20:47:43+00:00,"{'lat': 47.5453508, 'lon': 7.5908071}",2            ,        ,"Heizwerk Bahnhof, Solothurnerstrasse 18"
AVAILABLE   ,22 kW   ,2           ,2019-11-15T20:51:51+00:00,"{'lat': 47.5703948, 'lon': 7.6147607}",2            ,        ,Egliseestrasse 85
AVAILABLE   ,50/22 kW,1           ,2019-11-15T20:53:42+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
OCCUPIED    ,22 kW   ,1           ,2019-11-15T21:04:54+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
AVAILABLE   ,22 kW   ,1           ,2019-11-15T21:08:00+00:00,"{'lat': 47.5841185, 'lon': 7.6511326}",1            ,        ,"Gemeindeverwaltung Riehen, Wettsteinstrasse 1"
AVAILABLE   ,50/22 kW,1           ,2019-11-15T21:14:35+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
OCCUPIED    ,50 kW   ,1           ,2019-11-15T21:15:05+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,50 kW   ,2           ,2019-11-15T21:18:55+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,50 kW   ,1           ,2019-11-15T21:15:56+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,22 kW   ,1           ,2019-11-15T21:16:08+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
AVAILABLE   ,22 kW   ,1           ,2019-11-15T21:18:47+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
OCCUPIED    ,22 kW   ,2           ,2019-11-15T21:20:25+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
AVAILABLE   ,22 kW   ,2           ,2019-11-15T21:21:27+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
OCCUPIED    ,50/22 kW,2           ,2019-11-15T21:27:04+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
OCCUPIED    ,22 kW   ,1           ,2019-11-15T21:26:51+00:00,"{'lat': 47.5517447, 'lon': 7.6098455}",2            ,        ,Gellertstrasse 34
OCCUPIED    ,22 kW   ,1           ,2019-11-15T21:28:40+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
AVAILABLE   ,22 kW   ,2           ,2019-11-15T21:30:29+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
OCCUPIED    ,22 kW   ,2           ,2019-11-15T21:31:35+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
OCCUPIED    ,22 kW   ,2           ,2019-11-15T21:37:44+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
OCCUPIED    ,22 kW   ,2           ,2019-11-15T21:37:19+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
AVAILABLE   ,22 kW   ,1           ,2019-11-15T21:44:38+00:00,"{'lat': 47.5468788, 'lon': 7.5837529}",1            ,        ,"IWB, Margarethenstrasse 40"
OCCUPIED    ,22 kW   ,1           ,2019-11-15T21:42:54+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
AVAILABLE   ,22 kW   ,1           ,2019-11-15T21:47:03+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
AVAILABLE   ,22 kW   ,2           ,2019-11-15T21:52:09+00:00,"{'lat': 47.5703948, 'lon': 7.6147607}",2            ,        ,Egliseestrasse 85
AVAILABLE   ,22 kW   ,1           ,2019-11-15T21:53:42+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
AVAILABLE   ,50/22 kW,2           ,2019-11-15T21:54:12+00:00,"{'lat': 47.5453508, 'lon': 7.5908071}",2            ,        ,"Heizwerk Bahnhof, Solothurnerstrasse 18"
AVAILABLE   ,50/22 kW,1           ,2019-11-15T21:56:53+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
OCCUPIED    ,50 kW   ,1           ,2019-11-15T22:11:18+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,22 kW   ,1           ,2019-11-15T22:11:26+00:00,"{'lat': 47.5841185, 'lon': 7.6511326}",1            ,        ,"Gemeindeverwaltung Riehen, Wettsteinstrasse 1"
AVAILABLE   ,50/22 kW,2           ,2019-11-15T22:15:51+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
AVAILABLE   ,50 kW   ,2           ,2019-11-15T22:23:18+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
AVAILABLE   ,50/22 kW,1           ,2019-11-15T22:24:26+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
AVAILABLE   ,22 kW   ,2           ,2019-11-15T22:23:56+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
AVAILABLE   ,22 kW   ,1           ,2019-11-15T22:24:23+00:00,"{'lat': 47.5482996, 'lon': 7.5997219}",2            ,        ,Sevogelstrasse 113/115
OCCUPIED    ,22 kW   ,2           ,2019-11-15T22:25:13+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
OCCUPIED    ,50/22 kW,2           ,2019-11-15T22:34:26+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
AVAILABLE   ,50 kW   ,2           ,2019-11-15T22:32:39+00:00,"{'lat': 47.5571633, 'lon': 7.5703527}",2            ,        ,Allschwilerplatz 12
OCCUPIED    ,22 kW   ,1           ,2019-11-15T22:31:01+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
AVAILABLE   ,22 kW   ,2           ,2019-11-15T22:38:48+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
OCCUPIED    ,22 kW   ,2           ,2019-11-15T22:35:50+00:00,"{'lat': 47.5665095, 'lon': 7.5726328}",2            ,        ,Flughafenstrasse 4
OCCUPIED    ,22 kW   ,1           ,2019-11-15T22:36:38+00:00,"{'lat': 47.5517447, 'lon': 7.6098455}",2            ,        ,Gellertstrasse 34
AVAILABLE   ,22 kW   ,1           ,2019-11-15T22:49:11+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
AVAILABLE   ,22 kW   ,2           ,2019-11-15T22:52:30+00:00,"{'lat': 47.5703948, 'lon': 7.6147607}",2            ,        ,Egliseestrasse 85
OCCUPIED    ,22 kW   ,1           ,2019-11-15T22:54:49+00:00,"{'lat': 47.5365589, 'lon': 7.5973156}",2            ,        ,Thiersteinerrain 70 / Im Sesselacker 1
AVAILABLE   ,22 kW   ,1           ,2019-11-15T22:57:12+00:00,"{'lat': 47.5468788, 'lon': 7.5837529}",1            ,        ,"IWB, Margarethenstrasse 40"
AVAILABLE   ,22 kW   ,1           ,2019-11-15T22:58:03+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
AVAILABLE   ,50/22 kW,1           ,2019-11-15T23:00:05+00:00,"{'lat': 47.5699144, 'lon': 7.5738776}",2            ,        ,Vogesenstrasse 143
AVAILABLE   ,50/22 kW,2           ,2019-11-15T23:00:39+00:00,"{'lat': 47.5453508, 'lon': 7.5908071}",2            ,        ,"Heizwerk Bahnhof, Solothurnerstrasse 18"
AVAILABLE   ,22 kW   ,1           ,2019-11-15T23:14:56+00:00,"{'lat': 47.5841185, 'lon': 7.6511326}",1            ,        ,"Gemeindeverwaltung Riehen, Wettsteinstrasse 1"
OCCUPIED    ,22 kW   ,1           ,2019-11-15T23:20:42+00:00,"{'lat': 47.5510555, 'lon': 7.5683475}",2            ,        ,General Guisan-Strasse 46
OCCUPIED    ,22 kW   ,2           ,2019-11-15T23:30:00+00:00,"{'lat': 47.5351635, 'lon': 7.5875696}",2            ,        ,Bruderholzallee 14
AVAILABLE   ,22 kW   ,2           ,2019-11-15T23:26:20+00:00,"{'lat': 47.5506255, 'lon': 7.5874945}",2            ,2. UG   ,"Parkhaus Elisabethen, Steinentorberg 5"
AVAILABLE   ,50/22 kW,1           ,2019-11-15T23:34:03+00:00,"{'lat': 47.5549797, 'lon': 7.6126351}",2            ,        ,Zürcherstrasse 140
